-183.631, -39.525, 13.489, 22.060
-183.629, -39.976, 13.539, 22.093
-183.627, -40.429, 13.586, 22.126
-183.625, -40.883, 13.628, 22.159
-183.623, -41.338, 13.669, 22.192
-183.620, -41.795, 13.715, 22.225
-183.618, -42.253, 13.765, 22.258
-183.616, -42.713, 13.814, 22.291
-183.614, -43.175, 13.859, 22.324
-183.611, -43.638, 13.900, 22.357
-183.609, -44.102, 13.945, 22.390
-183.607, -44.568, 13.995, 22.423
-183.605, -45.036, 14.046, 22.456
-183.602, -45.506, 14.093, 22.489
-183.600, -45.977, 14.136, 22.522
-183.597, -46.449, 14.180, 22.555
-183.595, -46.923, 14.229, 22.588
-183.593, -47.398, 14.280, 22.621
-183.590, -47.876, 14.329, 22.654
-183.588, -48.354, 14.375, 22.687
-183.585, -48.835, 14.422, 22.720
-183.583, -49.317, 14.472, 22.753
-183.580, -49.800, 14.525, 22.786
-183.578, -50.286, 14.573, 22.819
-183.575, -50.773, 14.616, 22.852
-183.573, -51.261, 14.662, 22.885
-183.570, -51.751, 14.712, 22.918
-183.568, -52.243, 14.765, 22.951
-183.565, -52.736, 14.817, 22.984
-183.562, -53.231, 14.864, 23.017
